ID,Title,Creator,Tags,Published Time,Duration,Description,View Count,Like Count,Like Rate,Comment Count,Error,YouTube Links,Archive URL
jNVntnqRLBM,Vágtázó Csodaszarvas,Csaba81,"['VHK', 'Grandpierre']",2006-07-16T17:48:21Z,PT7M30S,"Concert, Budapest",10360,21,,7,,https://www.youtube.com/watch?v=jNVntnqRLBM,https://archive.org/details/youtube-jNVntnqRLBM
_QW3e6go7Eg,Spore Music Video by ShadowX,seaburn,"['Spore', 'Will', 'Wright', 'Game', 'Music', 'Video', 'ShadowX']",2006-07-16T19:13:29Z,PT2M57S,"A music video of Will Wright's impressive new game, ""Spore"", 2:57 in length and using the song, ""Blood on the Motorway"" by DJ Shadow",4198,25,,1,,https://www.youtube.com/watch?v=_QW3e6go7Eg,https://archive.org/details/youtube-_QW3e6go7Eg
uOyxqzdjqH0,Musical Pencils,justinscartoons,"['pencil', 'music', 'pencils', 'musical', 'dance', 'justin', 'cartoon', 'cartoons']",2006-07-17T15:49:10Z,PT1M34S,One of the other cartoons from http://www.justinscartoons.co.uk,193,2,,1,,https://www.youtube.com/watch?v=uOyxqzdjqH0,https://archive.org/details/youtube-uOyxqzdjqH0
5JEIQYK0PpY,FinKL Hello Kitty White Plus commercial,silverojo,"['FinK.L.', 'K-pop', 'Hello', 'Kitty', 'Hyolee', 'Hyori']",2006-07-20T17:11:18Z,PT16S,K-pop faves FinKL in a Korean commercial for Hello Kitty White Plus.  Cute!,25912,42,,7,,https://www.youtube.com/watch?v=5JEIQYK0PpY,https://archive.org/details/youtube-5JEIQYK0PpY
2Uua6lr0g2E,Peter and the Wolf - LIVE,Park City Television,"['Peter', 'and', 'the', 'Wolf', 'music', 'acoustic', 'guitar', 'Park', 'City', 'Television', 'pctv', 'utah']",2006-07-21T18:34:57Z,PT2M32S,"Peter and the Wolf (aka Red Hunter) plays live on the Park City Television stage.  For more on his music, go to myspace.com/whiskeyandapples

For more music, sports and news, check out Park City Television LIVE at www.parkcity.tv",988,13,,0,,https://www.youtube.com/watch?v=2Uua6lr0g2E&pp=ygUuUGV0ZXIgYW5kIHRoZSBXb2xmIC0gTElWRSBQYXJrIENpdHkgVGVsZXZpc2lvbg%3D%3D,https://archive.org/details/prkcitut-Peter_and_the_Wolf_-_LIVE
0lHj3tsE9Rc,Theta Naught feat. Alex Caldiero - Just Testing,Park City Television,"['Theta', 'Naught', 'alex', 'caldiero', 'poet', 'poetry', 'jazz', 'music', 'Park', 'City', 'Television', 'pctv', 'utah']",2006-07-21T18:37:40Z,PT1M2S,"Experimental jazz fusion artists Theta Naught team up with sonosopher, poet, and wordshaker Alex Caldiero live on the Park City Television stage.  For more, go to myspace.com/thetanaught

For more music, sports and news, check out Park City Television LIVE at www.parkcity.tv",1282,8,,0,,https://www.youtube.com/watch?v=0lHj3tsE9Rc&pp=ygVGVGhldGEgTmF1Z2h0IGZlYXQuIEFsZXggQ2FsZGllcm8gLSBUaGUgSW52aXRhdGlvbiBQYXJrIENpdHkgVGVsZXZpc2lvbg%3D%3D,https://archive.org/details/prkcitut-Theta_Naught_feat._Alex_Caldiero_-_Just_Testing
5XSRrTJiQjU,Theta Naught feat. Alex Caldiero - The Invitation,Park City Television,"['Theta', 'Naught', 'alex', 'caldiero', 'poet', 'poetry', 'jazz', 'music', 'Park', 'City', 'Television', 'pctv', 'utah']",2006-07-21T18:38:03Z,PT5M41S,"Experimental jazz fusion artists Theta Naught team up with sonosopher, poet, and wordshaker Alex Caldiero live on the Park City Television stage.  For more, go to myspace.com/thetanaught

For more music, sports and news, check out Park City Television LIVE at www.parkcity.tv",2752,22,,5,,https://www.youtube.com/watch?v=5XSRrTJiQjU&pp=ygVGVGhldGEgTmF1Z2h0IGZlYXQuIEFsZXggQ2FsZGllcm8gLSBUaGUgSW52aXRhdGlvbiBQYXJrIENpdHkgVGVsZXZpc2lvbg%3D%3D,https://archive.org/details/prkcitut-Theta_Naught_feat._Alex_Caldiero_-_The_Invitation
h0Ygrdj312o,Tony Oros - Musical Chameleon,Park City Television,"['tony', 'oros', 'music', 'metal', '80s', 'redneck', 'parody', 'park', 'city', 'television', 'pctv', 'utah']",2006-07-21T19:46:49Z,PT7M30S,"See him do heavy metal, '80s pop, Southern rock & more.

For more music, sports & entertainment, check out Park City Television LIVE at www.parkcity.tv",3730,10,,2,,https://www.youtube.com/watch?v=h0Ygrdj312o&pp=ygUyVG9ueSBPcm9zIC0gTXVzaWNhbCBDaGFtZWxlb24gUGFyayBDaXR5IFRlbGV2aXNpb24%3D,https://archive.org/details/prkcitut-Tony_Oros_-_Musical_Chameleon
GMCEdU19J5I,Foo Fighters - Tighter And Tighter,Peer 105,"['Foo', 'Fighters', 'Tight', 'Tighter', 'and']",2006-07-22T15:38:28Z,PT1M53S,ever wonder how a rock 'n roll record is made?,16950,40,,5,,https://www.youtube.com/watch?v=GMCEdU19J5I,https://archive.org/details/youtube-GMCEdU19J5I
i_5mhO3PeA0,Mu-Paris Hilton,couldnotstop,"['chicken', 'feather', 'bawk', 'fusion']",2006-07-23T14:06:09Z,PT4M12S,Video from 2005 release "Out of Breach" single,142364,1307,,94,,https://www.youtube.com/watch?v=i_5mhO3PeA0,https://archive.org/details/youtube-i_5mhO3PeA0
J0mXY716B08,Going to Pasalaqua,natalie071691,"['Green', 'Day', 'Going', 'to', 'Pasalaqua']",2006-07-23T18:36:23Z,PT4M14S,Green Day- Comp'd live on Fuse,371419,2597,,560,,https://www.youtube.com/watch?v=J0mXY716B08,https://archive.org/details/youtube-J0mXY716B08
4M6hwSsgPw8,Bumble Bee,Stoop,"['Stoop', 'Heinz', 'Bumble', 'Bee', 'funny', 'music', 'video', 'Bumblebee (Organism Classification)']",2006-07-23T22:27:27Z,PT1M37S,Bringing home a baby bumble bee music video Stoop and Heinz style.,5181,10,,3,,https://www.youtube.com/watch?v=4M6hwSsgPw8,https://archive.org/details/youtube-4M6hwSsgPw8
U8SX32FWhQQ,THE U-JOINTS-"Dark Bar & A Jukebox" live on CapZeyeZ,rAwTiMe,"['u-joints', 'houston', 'texas', 'capzeyez', 'dave', 'prewitt', 'cable', 'access', 'tv', 'austin', 'hank', 'williams', 'iii', 'live', 'concert', 'free', 'download', 'country']",2006-07-24T03:27:38Z,PT2M43S,"In late 2004, The U-Joints were founded when Ray Marchese hooked up with former band members Chris and Josh Weitzel along with Warren Rhone. With only two weeks to put together an hour long ass kickin' set to play with Jesse Dayton and at the John Evans C.D. release party, the band sat down every night and pounded out song after song, and riff after riff. With most of the lyrics coming from Chris, with a dark and lonesome attitude mixed with his rockabilly manner, the band started a sound they knew would instantly turn heads one way or another. With Warren's stage presence and more traditional voice, that had been held back for so long while playing bass in other bands, Ray's off the hip gunslinger approach, and Josh's insane and unorthodox beats the boys were ready for anything and the shows went off without a hitch. So good that John Evans brought them on countless shows and produced their first C.D. which will blow speakers everywhere this summer! 

http://www.theujoints.com/
http://www.myspace.com/theujoints
http://www.rawtime.com/",1988,10,,2,,https://www.youtube.com/watch?v=U8SX32FWhQQ,https://archive.org/details/youtube-U8SX32FWhQQ
6YbYiIYeB3o,THE U-JOINTS-"Thrown Out Of The Bar" live on CapZeyeZ,rAwTiMe,"['u-joints', 'houston', 'texas', 'capzeyez', 'dave', 'prewitt', 'cable', 'access', 'tv', 'austin', 'hank', 'williams', 'iii', 'live', 'concert', 'free', 'download', 'country']",2006-07-24T03:35:49Z,PT2M4S,"In late 2004, The U-Joints were founded when Ray Marchese hooked up with former band members Chris and Josh Weitzel along with Warren Rhone. With only two weeks to put together an hour long ass kickin' set to play with Jesse Dayton and at the John Evans C.D. release party, the band sat down every night and pounded out song after song, and riff after riff. With most of the lyrics coming from Chris, with a dark and lonesome attitude mixed with his rockabilly manner, the band started a sound they knew would instantly turn heads one way or another. With Warren's stage presence and more traditional voice, that had been held back for so long while playing bass in other bands, Ray's off the hip gunslinger approach, and Josh's insane and unorthodox beats the boys were ready for anything and the shows went off without a hitch. So good that John Evans brought them on countless shows and produced their first C.D. which will blow speakers everywhere this summer! 

http://www.theujoints.com/
http://www.myspace.com/theujoints
http://www.rawtime.com/",2117,9,,0,,https://www.youtube.com/watch?v=6YbYiIYeB3o,https://archive.org/details/youtube-6YbYiIYeB3o
Sb4c4SxuU6s,THE U-JOINTS-"Train Song" live on CapZeyeZ,rAwTiMe,"['u-joints', 'houston', 'texas', 'capzeyez', 'dave', 'prewitt', 'cable', 'access', 'tv', 'austin', 'hank', 'williams', 'iii', 'live', 'concert', 'free', 'download', 'country']",2006-07-24T03:51:23Z,PT2M51S,"In late 2004, The U-Joints were founded when Ray Marchese hooked up with former band members Chris and Josh Weitzel along with Warren Rhone. With only two weeks to put together an hour long ass kickin' set to play with Jesse Dayton and at the John Evans C.D. release party, the band sat down every night and pounded out song after song, and riff after riff. With most of the lyrics coming from Chris, with a dark and lonesome attitude mixed with his rockabilly manner, the band started a sound they knew would instantly turn heads one way or another. With Warren's stage presence and more traditional voice, that had been held back for so long while playing bass in other bands, Ray's off the hip gunslinger approach, and Josh's insane and unorthodox beats the boys were ready for anything and the shows went off without a hitch. So good that John Evans brought them on countless shows and produced their first C.D. which will blow speakers everywhere this summer! 

http://www.theujoints.com/
http://www.myspace.com/theujoints
http://www.rawtime.com/",2143,11,,1,,https://www.youtube.com/watch?v=Sb4c4SxuU6s,https://archive.org/details/youtube-Sb4c4SxuU6s
zVWHHE4dyH0,THE U-JOINTS-"The U-Joint Boogie" live on CapZeyeZ,rAwTiMe,"['u-joints', 'houston', 'texas', 'capzeyez', 'dave', 'prewitt', 'cable', 'access', 'tv', 'austin', 'hank', 'williams', 'iii', 'live', 'concert', 'free', 'download', 'country']",2006-07-24T03:51:59Z,PT2M38S,"In late 2004, The U-Joints were founded when Ray Marchese hooked up with former band members Chris and Josh Weitzel along with Warren Rhone. With only two weeks to put together an hour long ass kickin' set to play with Jesse Dayton and at the John Evans C.D. release party, the band sat down every night and pounded out song after song, and riff after riff. With most of the lyrics coming from Chris, with a dark and lonesome attitude mixed with his rockabilly manner, the band started a sound they knew would instantly turn heads one way or another. With Warren's stage presence and more traditional voice, that had been held back for so long while playing bass in other bands, Ray's off the hip gunslinger approach, and Josh's insane and unorthodox beats the boys were ready for anything and the shows went off without a hitch. So good that John Evans brought them on countless shows and produced their first C.D. which will blow speakers everywhere this summer!

http://www.theujoints.com/
http://www.myspace.com/theujoints
http://www.rawtime.com",2403,16,,3,,https://www.youtube.com/watch?v=zVWHHE4dyH0,https://archive.org/details/youtube-zVWHHE4dyH0
hLO2-_emvDY,The W's - The Devil Is Bad,monum,"['The', ""W's"", 'Devil', 'Bad', 'gospel', 'CCM', 'Satan', 'Christ']",2006-07-26T21:25:13Z,PT3M37S,"Great band, funny clip",424999,2917,,Not available,,https://www.youtube.com/watch?v=hLO2-_emvDY,https://archive.org/details/youtube-hLO2-_emvDY
bzGWrsFp_WE,DC Talk - I Wish We'd All Been Ready [Live],monum,"['larry', 'norman', 'dc', 'talk', 'wish', 'all', 'been', 'ready', 'live', 'ccm', 'jesusfreak', 'jesus', 'christian']",2006-07-26T21:50:07Z,PT3M41S,"Song by Larry Norman, covered by DC Talk.",921258,4381,,495,,https://www.youtube.com/watch?v=bzGWrsFp_WE,https://archive.org/details/youtube-bzGWrsFp_WE
5D8bxiOTreo,Modathir Abul Wafa,youboob83,"['oud', 'ud', 'guitar', 'modathir', 'abul', 'wafa', 'arabic', 'music', 'arab', 'singing', 'song', 'duet']",2006-07-26T22:42:26Z,PT2M16S,"This clip shows musician Modathir Abul Wafa playing the Oud(middle eastern guitar)in a duet.  Does anyone know who the lady is?

Clip is from:
http://www.mikeouds.com/",6048,40,,6,,https://www.youtube.com/watch?v=5D8bxiOTreo,https://archive.org/details/youtube-5D8bxiOTreo
zxGhUY51hSE,Ustaz Mahmoud Kamel- Taqsim Oud,youboob83,"['oud', 'ud', 'guitar', 'ustaz', 'mahmoud', 'mahmood', 'kamel', 'arabic', 'music', 'arab', 'taqsim', 'improvisation']",2006-07-26T22:51:12Z,PT1M24S,"This old clip shows the amazing Ustaz Mahmoud Kamel playing a taqsim (imporvisation) on the Oud.  Enjoy...

Clip is from:
http://www.mikeouds.com/",20041,33,,0,,https://www.youtube.com/watch?v=zxGhUY51hSE,https://archive.org/details/youtube-zxGhUY51hSE
Qe51cXxK4Oc,Hamza el-Din- Taqsim Oud,youboob83,"['oud', 'ud', 'guitar', 'hamza', 'el', 'din', 'e-din', 'el-din', 'arabic', 'music', 'arab', 'nahhat', 'nubian', 'nubia', 'egypt', 'egyptian']",2006-07-26T23:15:57Z,PT1M28S,"The late Hamza el-din was a Nubian-Egyptian musician who had performed with the likes of The Grateful Dead and Bob Dylan. He is considered to be the father of contemporary Nubian music.  This clip shows him playing a taqsim on one of THE most BEAUTIFUL Nahhat ouds I've seen.  You can see pictures of it on his website www.hamzaeldin.com.

Clip is from:
http://www.mikeouds.com/",77984,214,,12,,https://www.youtube.com/watch?v=Qe51cXxK4Oc,https://archive.org/details/youtube-Qe51cXxK4Oc
bNfLKpTp9Jo,CRANK COUNTY DAREDEVILS-Back In The Nasty LIVE at The TXRD!,rAwTiMe,"['crank', 'county', 'daredevils', 'asheville', 'north', 'carolina', 'nc', 'austin', 'texas', 'capzeyez', 'dave', 'prewitt', 'txrd', 'rollergirl', 'roller', 'derby', 'free']",2006-07-27T18:24:25Z,PT3M59S,"A clip from the kick ass show in March 2005 by NC's CRANK COUNTY DAREDEVILS.
http://www.crankcountydaredevils.com/
http://www.rawtime.com/",1860,6,,0,,https://www.youtube.com/watch?v=bNfLKpTp9Jo,https://archive.org/details/youtube-bNfLKpTp9Jo
Nrc_uTR_xIM,CRANK COUNTY DARDEVILS-"We Want It All" LIVE @ TXRD SXSW '05,rAwTiMe,"['crank', 'county', 'daredevils', 'asheville', 'north', 'carolina', 'nc', 'austin', 'texas', 'capzeyez', 'dave', 'prewitt', 'txrd', 'rollergirl', 'roller', 'derby', 'free']",2006-07-28T01:13:25Z,PT5M4S,"Hailed as one of ""20 Bands To Watch in 2005"" by Metal Edge Magazine and ""the next Motley Crue"" by Rank and Revue, North Carolina's baddest boys will unleash a rock n roll circus of the sleaze rock kind. Kicking off a West coast tour in support of highly acclaimed 'Kings Of Sleaze' - 2004 indie release. Looking for distribution/publicist.",5085,12,,2,,https://www.youtube.com/watch?v=Nrc_uTR_xIM,https://archive.org/details/youtube-Nrc_uTR_xIM
IrT2QJqCF1c,CRANK COUNTY DAREDEVILS-"Kick It On Down" LIVE-TXRD SXSW '05,rAwTiMe,"['crank', 'county', 'daredevils', 'asheville', 'north', 'carolina', 'nc', 'austin', 'texas', 'capzeyez', 'dave', 'prewitt', 'txrd', 'rollergirl', 'roller', 'derby', 'free']",2006-07-28T02:39:23Z,PT3M8S,"from www.weRghei.org, I mean from.. http://indianapolismusic.net/pics5/crank_county_daredevils.php

""...And speaking of things being shouted from the stage: call me a prude but I
do not like being called a profanity, even if it's directed at the audience as a whole, time and time and time again. 
Songs, like, ""Kick It On Down,"" and ""Shut Yer Lip"" offered, musically, not a lot more than the ""Kings of Sleaze"" did. Thrash, trash, whatever. CCD have mastered the sound, no doubt. To say that CCD verge on musical originality and greatness would be untrue.
The sound is solid, sleaze rock. It's loud, it's crass, and it's a full-throttle, high energy show. Props to Crank County Daredevils for doing the voodoo that they do so well.""",5517,14,,3,,https://www.youtube.com/watch?v=IrT2QJqCF1c,https://archive.org/details/youtube-IrT2QJqCF1c
jZIO031GztU,Jen Sygit - Amputate My Heart,Bonnie Bucqueroux,"['Jen Sygit', 'Drew Howard', 'Joe Bokaitis', 'Amputate My Heart', 'Lansing', 'Michigan', 'singer', 'songwriter']",2006-08-01T00:53:13Z,PT3M51S,Lansing (Michigan) singer-songwriter Jen Sygit performs her composition "Amputate My Heart." She's joined by Drew Howard on dobro and Joe Bokaitis on bass.,2872,16,,3,,https://www.youtube.com/watch?v=jZIO031GztU,https://archive.org/details/youtube-jZIO031GztU
a-nMDLCWaFE,Marcus Cole,noautographs,"['gospel', 'music']",2006-08-01T04:25:22Z,PT8M51S,TBN appearance,132458,677,,52,,https://www.youtube.com/watch?v=a-nMDLCWaFE,https://archive.org/details/youtube-a-nMDLCWaFE
R2oTmdZ-Q7g,Foo Fighters - Walking After You,jesusaveme,"['Foo', 'Fighters', 'Walking', 'After', 'Alternative', ""90's"", 'Rock', 'X-Files']",2006-08-02T15:00:46Z,PT4M6S,"Tonight I'm tangled in my 
Blanket of clouds
Dreaming aloud
Things just won't do without you
Matter of fact
I'm on your back (x3)

If you walk out on me
I'm walking after you
If you walk out on me
I'm walking after you

If you'd accept surrender
I'll give up some more
Weren't you adored
I cannot be without you
Matter of fact
I'm on your back (x3)

If you walk out on me
I'm walking after you
If you walk out on me
I'm walking after you

If you walk out on me
I'm walking after you
another heart cracked in two
I'm on your back",1442219,3625,,385,,https://www.youtube.com/watch?v=R2oTmdZ-Q7g,https://archive.org/details/youtube-R2oTmdZ-Q7g
#NAME?,Seth Bernard & Daisy May - "Shine On" - Creole Gallery,Bonnie Bucqueroux,"['Seth', 'Bernard', 'Daisy', 'May', 'Michigan', 'Shine On', 'Creole', 'Gallery', 'Bonnie', 'Bucqueroux']",2006-08-02T20:24:29Z,PT5M38S,Popular Michigan musicians Seth Bernard and Daisy May perform their inspiring and heartfelt composition "Shine On" at the Creole Gallery in Lansing.,77027,421,,44,,https://www.youtube.com/watch?v=-gWfOhhUJ2c,https://archive.org/details/youtube--gWfOhhUJ2c
Gk-KIguUHv0,"""Indian Killed a Woodcock"" - The Weepers",Bonnie Bucqueroux,"['Weepers', 'bluegrass', 'newgrass', 'Drew', 'Howard', 'Tahminey', 'Gueramy', 'Mike', 'Cutler', 'Steve', 'Szilagyi', 'Pat', 'Bills']",2006-08-03T00:25:02Z,PT3M11S,"Michigan's famous folkies ""The Weepers"" play the traditional ""Indian Killed a Woodcock"" at an outdoor concert in East Lansing. Drew Howard (vocals, guitar); Tahmineh Gueramy (voice, violin); Mike Cutler (voice, mandolin), Steve Szilagyi (bass) and Pat Bills (drums)",1455,1,,0,,https://www.youtube.com/watch?v=Gk-KIguUHv0,https://archive.org/details/youtube-Gk-KIguUHv0
6nhEHdQZiA8,"""Anytown Parade"" = The Weepers",Bonnie Bucqueroux,"['bluegrass', 'newgrass', 'Anytown', 'Parade', 'Weepers', 'Drew', 'Howard', 'Tahmineh', 'Gueramy', 'Mike', 'Cutler', 'Steve', 'Szilagyi', 'Pat', 'Bills']",2006-08-03T00:44:56Z,PT3M52S,"Written by Drew Howard and performed by The Weepers at Fountain Plaza in East Lansing, Michigan. Drew Howard (voice, guitar), Tahmineh Gueramy (voice, violin), Mike Cutler (mandolin), Steve Szilagyi (bass), Pat Bills (drums)",315,2,,0,,https://www.youtube.com/watch?v=6nhEHdQZiA8,https://archive.org/details/youtube-6nhEHdQZiA8
LFoG_4jVfeo,"""Innocent Child"" - The Weepers",Bonnie Bucqueroux,"['bluegrass', 'newgrass', 'Innocent', 'Child', 'Weepers', 'Drew', 'Howard', 'Tahmineh', 'Gueramy', 'Mike', 'Cutler', 'Steve', 'Szilagyi', 'Pat', 'Bills']",2006-08-03T00:54:21Z,PT4M7S,"Written by Drew Howard and perormed by The Weepers at Fountain Plaza in East Lansing, Michigan. Drew Howard (voice, guitar), Tahmineh Gueramy (voice, violin), Mike Cutler (mandolin), Steve Szilagyi (bass), Pat Bills (drums)",1034,3,,1,,https://www.youtube.com/watch?v=LFoG_4jVfeo,https://archive.org/details/youtube-LFoG_4jVfeo
27b8TVmfeTk,"""Trouble"" - The Weepers",Bonnie Bucqueroux,"['bluegrass', 'newgrass', 'Trouble', 'Weepers', 'Drew', 'Howard', 'Tahmineh', 'Gueramy', 'Mike', 'Cutler', 'Steve', 'Szilagyi', 'Pat', 'Bills']",2006-08-03T01:02:27Z,PT3M46S,"Written by Drew Howard and performed by The Weepers at Fountain Plaza in East Lansing, Michigan. Drew Howard (voice, guitar), Tahmineh Gueramy (voice, violin), Mike Cutler (mandolin), Steve Szilagyi (bass), Pat Bills (drums)",422,0,,0,,https://www.youtube.com/watch?v=27b8TVmfeTk,https://archive.org/details/youtube-27b8TVmfeTk
8uyJse8P6MQ,"""Rays"" - The Weepers",Bonnie Bucqueroux,"['newgrass', 'bluegrass', 'Rays', 'Weepers', 'Drew', 'Howard', 'Tahmineh', 'Gueramy', 'Mike', 'Cutler', 'Steve', 'Szilagyi', 'Pat', 'Bills']",2006-08-03T01:07:48Z,PT3M7S,"Written by Drew Howard and performed by The Weepers at Fountain Plaza, East Lansing, Michigan. Drew Howard (voice, guitar), Tahmineh Gueramy (voice, violin), Mike Cutler (mandolin), Steve Szilagyi (bass), Pat Bills (drums)",325,1,,0,,https://www.youtube.com/watch?v=8uyJse8P6MQ,https://archive.org/details/youtube-8uyJse8P6MQ
sbSnD5JAMiU,"""Buried in My Chest"" - ""The Weepers""",Bonnie Bucqueroux,"['newgrass', 'bluegrass', 'Buried', 'Chest', 'Weepers', 'Drew', 'Howard', 'Tahmineh', 'Gueramy', 'Mike', 'Cutler', 'Steve', 'Szilagyi', 'Pat', 'Bills']",2006-08-03T01:08:38Z,PT2M47S,"Written by Drew Howard and performed by The Weepers at Fountain Plaza in East Lansing, Michigan. Drew Howard (voice, guitar), Tahmineh Gueramy (voice, violin), Mike Cutler (mandolin), Steve Szilagyi (bass), Pat Bills (drums)",391,1,,0,,https://www.youtube.com/watch?v=sbSnD5JAMiU,https://archive.org/details/youtube-sbSnD5JAMiU
CWEQCLpumdI,"""Where in the Hell"" - The Weepers",Bonnie Bucqueroux,"['newgrass', 'bluegrass', 'Where', 'Hell', 'Weepers', 'Tahmineh', 'Gueramy', 'Drew', 'Howard', 'Mike', 'Cutler', 'Steve', 'Szilagyi', 'Pat', 'Bills']",2006-08-03T01:21:45Z,PT3M36S,"Written by Tahmineh Gueramy and performed by The Weepers at Fountain Plaza in East Lansing, Michigan. Tahmineh Gueramy (voice, violin), Drew Howard (guitar), Mike Cutler (mandolin), Steve Szilagyi (bass), Pat Bills (drums)",1505,6,,3,,https://www.youtube.com/watch?v=CWEQCLpumdI,https://archive.org/details/youtube-CWEQCLpumdI
_cpLkBKrbcY,"""House of Love"" - The Weepers",Bonnie Bucqueroux,"['House of Love', 'The Weepers', 'Drew Howard', 'Tahmineh Gueramy', 'Mike Cutler', 'Steve Szilagyi', 'Pat Bills']",2006-08-03T02:58:18Z,PT3M36S,"Written by Drew Howard and performed by The Weepers at Fountain Plaza in East Lansing, Michigan. Drew Howard (voice, guitar), Tahmineh Gueramy (voice, violin), Mike Cutler (mandolin), Steve Szilagyi (bass), Pat Bills (drums)",1005,1,,0,,https://www.youtube.com/watch?v=_cpLkBKrbcY,https://archive.org/details/youtube-_cpLkBKrbcY
7KfQsge_Vrc,County Fair & Anytown Parade,Bonnie Bucqueroux,"['Ingham', 'county', 'fair', 'Anytown Parade', 'The Weepers', 'Bonnie Bucqueroux', 'Drew Howard', 'Mason', 'Michigan']",2006-08-03T03:07:21Z,PT4M14S,"Summertime in the heartland at the county fair - this one's the Ingham County Fair in Mason, Michigan. Music is ""Anytown Parade,"" written by Drew Howard and performed by him with The Weepers. A short film by Bonnie Bucqueroux",2426,5,,4,,https://www.youtube.com/watch?v=7KfQsge_Vrc,https://archive.org/details/youtube-7KfQsge_Vrc
f6KXKhmaIbg,Czechtek 2006,pockets23,"['czechtek', 'teknival']",2006-08-03T17:37:57Z,PT17S,Some sound system at czechtek 2006,1593,2,,0,,https://www.youtube.com/watch?v=f6KXKhmaIbg,https://archive.org/details/youtube-f6KXKhmaIbg
UeBBMXpMp3w,Czechtek 2006,pockets23,"['czechtek', '2006', 'teknival']",2006-08-03T18:01:11Z,PT16S,Strahov Oktekk sound systems,11840,5,,1,,https://www.youtube.com/watch?v=UeBBMXpMp3w,https://archive.org/details/youtube-UeBBMXpMp3w
WhFJfHvm09o,Czechtek 2006,pockets23,"['czechtek', '2006', 'teknival']",2006-08-03T18:05:57Z,PT14S,Some system,3984,3,,0,,https://www.youtube.com/watch?v=WhFJfHvm09o,https://archive.org/details/youtube-WhFJfHvm09o
Tb4fqqv2g28,Czechtek 2006,pockets23,"['czechtek', '2006', 'teknival']",2006-08-03T18:24:25Z,PT23S,Funky Dancin at czechtek,14370,26,,3,,https://www.youtube.com/watch?v=Tb4fqqv2g28,https://archive.org/details/youtube-Tb4fqqv2g28
PFIYjB90Xww,Violin for the Dead,Pamela Geller,"['Israel', 'Hezbollah', 'Iran', 'Syria', 'Soldier', 'war', 'music']",2006-08-06T15:47:21Z,PT2M13S,"A young musical student plays for the dead in Israel. The student in the video is Lior Kaminetsky of the Jerusalem Academy of Music and Dance. He was playing the composition in front of the family of Gadi Musayev, killed on July 12, 2006 by Hizballah in Hisballah's initial strike against Israel. The moments of silence at the end of the video, before the applause begins, is the respectful silence that the tribute produced among the audience that was privileged to be there to stand with Gadi's family and the rest of Israel.",10983,86,,1,,https://www.youtube.com/watch?v=PFIYjB90Xww,https://archive.org/details/youtube-PFIYjB90Xww
oA5a3woqKQ8,The Wolfe Tones - Michael Collins,rebelsongs,"['wolfe', 'tones', 'micheal', 'michael', 'collins', 'celtic', 'ira', 'irish', 'rebel', 'song']",2006-08-08T19:14:15Z,PT4M,Check out https://irieclothing.com/collections/irish-republican-t-shirts for some great looking Irish Republican T-Shirts! Get 10% off orders over �/￡20 by using the code REBELSONGS at checkout. Show your support for the cause wherever you go in one of our eye catching Irish Rebel & Glasgow Celtic Tees!,853735,2319,,657,,https://www.youtube.com/watch?v=oA5a3woqKQ8,https://archive.org/details/youtube-oA5a3woqKQ8
-2MSmX6d4dc,Green Day - 86 @ Letterman,danicat91,"['green','day','86']",2006-08-09T00:00:00Z,,"86 Live at Letterman.

People, please stop saying that you like the 'old' Green Day better, that the new songs have no real message or whatever.. Green Day just freaking rock. Period.
Look at the difference between 1039 Smoothed Out Slappy Hours and Dookie, or Nimrod and Warning! I never hear people complaint about that, while the difference is distinct..

Edit: a lot of people think this performance was in 1986. It's not, 86 is the name of the song. In 1986 they didn't even release their first EP yet. Their first show was in 1988.

Like it says on GreenDayAuthority.com; ""86 is about the underground scene and being kicked out of it, because when you leave, you can never go back. This particular song is about Billie being the one getting kicked out. Everyone from the local punk scene threatened them after they got back from touring Dookie. Kids would spit, insult, threaten to beat up, and one girl wrote on a wall at Gillman 'Billie Joe Must Die'. Billie begins to question himself.""

There.",,,,,Hide,https://www.youtube.com/watch?v=-2MSmX6d4dc,https://archive.org/details/youtube--2MSmX6d4dc
GFoKz8H-xfs,Spicy Kirby Music Video,weavingmemories,"['kirby', 'kaabii', 'hoshi', 'no', 'music', 'video', 'AMV', 'spicy', 'sherbert']",2006-08-09T15:42:01Z,PT4M55S,"This is one of my first Music Videos, so I hope it satisfys you =3

// 2011 - 

Dear god, this is so old and brings back great memories. XD There's so many comments and stuff and I would feel random to reply to them all like... a year + later, so thank you very much for all the compliments and likes and whatnot. :D I appreciate it!",279482,446,,123,,https://www.youtube.com/watch?v=GFoKz8H-xfs,https://archive.org/details/youtube-GFoKz8H-xfs
58Ee2d2pC9M,"""Race Car #4"" - by Jen Sygit",Bonnie Bucqueroux,"['Jen Sygit', 'Drew Howard', 'Race Car #4', 'singer', 'songwriter', 'Lansing', 'Michigan', 'Cappuncino Cafe']",2006-08-10T18:55:27Z,PT3M45S,"Michigan singer-songwriter Jen Sygit performs her song ""Race Car #4."" She plays ukelele and is accompanied by Drew Howard on violin. The performance was at the Cappucino Cafe in Lansing, August 2006.",1979,9,,2,,https://www.youtube.com/watch?v=58Ee2d2pC9M,https://archive.org/details/youtube-58Ee2d2pC9M
